NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALLSTAR,TEAM_STANDING
Mike Scott, PHI, PF,31,63,10,17.8,2.1,5.1, .408,1.2,3.2,0.358,0.9,1.8,0.496,0.522,0.4,0.5,0.833,0.9,2.7,3.6,0.8,0.3,0.1,0.4,1.3,5.7,31,1119,10.2,0.539,0.639,0.094,5.7,16.5,11.1,5.9,0.8,0.4,6.7,13.8,1.0,1.1,2.1,0.08900000000000001,-1.2,-1.1,-2.3,-0.1,0,12
Thabo Sefolosha, HOU, PF,35,41,0,10.6,0.9,2.2, .407,0.4,1.3,0.278,0.5,0.9,0.595,0.489,0.1,0.2,0.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1.0,2.2,35,436,9.5,0.48700000000000004,0.593,0.08800000000000001,5.0,17.4,11.2,7.5,2.6,2.4,13.7,10.4,0.1,0.6,0.7,0.073,-2.7,1.6,-1.1,0.1,0,10
Collin Sexton, CLE, SG,21,65,65,33.0,7.9,16.7, .472,1.5,3.9,0.38,6.4,12.8,0.501,0.517,3.5,4.1,0.846,0.9,2.2,3.1,3.0,1.0,0.1,2.4,2.2,20.8,21,2143,16.3,0.56,0.235,0.24600000000000002,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.2,0.3,2.5,0.057,0.3,-2.1,-1.8,0.1,0,29
Landry Shamet, LAC, SG,22,47,27,27.5,3.1,7.5, .416,2.2,5.7,0.392,0.9,1.8,0.494,0.5660000000000001,1.2,1.3,0.905,0.1,1.8,1.9,1.9,0.4,0.2,0.8,2.8,9.7,22,1294,9.2,0.599,0.764,0.179,0.5,6.5,3.6,9.0,0.7,0.6,8.7,13.3,1.7,1.0,2.7,0.1,-1.4,-0.2,-1.6,0.1,0,4
Marial Shayok, PHI, SG,24,2,0,5.0,0.5,2.5, .200,0.5,1.5,0.33299999999999996,0.0,1.0,0.0,0.3,0.0,0.0,,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.5,24,10,-2.0,0.3,0.6,0.0,0.0,33.1,16.6,13.4,0.0,0.0,16.7,25.9,-0.1,0.0,0.0,-0.22699999999999998,-8.7,-2.6,-11.3,0.0,0,12
Iman Shumpert, BRK, SG,29,13,0,18.5,1.6,4.9, .328,0.6,2.5,0.242,1.0,2.4,0.419,0.391,0.3,0.5,0.5710000000000001,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,29,241,5.3,0.40299999999999997,0.516,0.109,3.9,10.4,7.3,6.8,2.4,0.7,13.0,13.4,-0.3,0.3,0.0,-0.001,-6.4,0.8,-5.6,-0.2,0,15
Pascal Siakam, TOR, PF,25,53,53,35.5,8.7,18.9, .459,2.2,6.0,0.359,6.5,12.8,0.506,0.517,4.2,5.2,0.8,1.1,6.5,7.5,3.6,1.0,0.9,2.5,2.8,23.6,25,1882,18.7,0.5589999999999999,0.32,0.275,3.3,18.8,11.2,17.0,1.3,2.5,10.5,28.5,2.0,3.2,5.2,0.133,1.7,0.5,2.2,2.0,1,3
Chris Silva, MIA, PF,23,41,0,7.5,1.0,1.7, .623,0.0,0.0,0.0,1.0,1.6,0.642,0.623,0.8,1.2,0.6940000000000001,1.3,1.3,2.7,0.5,0.2,0.4,0.8,2.0,2.9,23,307,17.2,0.6629999999999999,0.028999999999999998,0.71,20.6,19.3,19.9,10.2,1.4,5.8,25.5,17.5,0.7,0.5,1.1,0.17800000000000002,-3.4,0.9,-2.5,0.0,0,8
Ben Simmons, PHI, PG,23,54,54,35.7,6.7,11.4, .585,0.0,0.1,0.33299999999999996,6.6,11.3,0.588,0.5870000000000001,3.3,5.3,0.627,2.0,5.8,7.8,8.2,2.1,0.6,3.6,3.2,16.7,23,1930,20.8,0.608,0.01,0.46,6.2,18.0,12.1,34.8,2.9,1.4,20.6,20.9,3.8,3.2,7.0,0.174,1.4,2.4,3.9,2.9,1,12
Anfernee Simons, POR, SG,20,65,4,21.5,3.2,8.1, .402,1.1,3.4,0.33799999999999997,2.1,4.7,0.44799999999999995,0.47200000000000003,1.2,1.4,0.826,0.4,1.9,2.3,1.5,0.4,0.2,0.9,2.0,8.8,20,1400,9.3,0.506,0.41700000000000004,0.175,1.9,8.9,5.4,9.4,0.9,0.6,9.7,19.0,0.1,0.2,0.3,0.01,-2.5,-1.8,-4.4,-0.8,0,17
Alen Smailagić, GSW, PF,19,14,0,9.9,1.4,2.9, .500,0.2,0.9,0.231,1.2,1.9,0.63,0.5379999999999999,1.1,1.4,0.8420000000000001,0.7,1.2,1.9,0.9,0.2,0.3,0.8,1.0,4.2,19,139,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1.0,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.3,-0.8,-2.1,0.0,0,30
Marcus Smart, BOS, SG,25,53,39,32.5,4.5,11.9, .380,2.4,6.9,0.348,2.1,5.0,0.424,0.48100000000000004,2.0,2.4,0.835,0.8,3.1,3.8,4.8,1.6,0.5,1.7,2.7,13.5,25,1721,14.0,0.519,0.5820000000000001,0.201,2.5,10.1,6.4,21.0,2.4,1.5,11.5,19.3,1.7,2.4,4.1,0.115,0.2,1.3,1.6,1.5,0,5
Dennis Smith Jr., NYK, PG,22,34,3,15.8,2.1,6.2, .341,0.5,1.6,0.29600000000000004,1.6,4.6,0.35700000000000004,0.379,0.8,1.6,0.509,0.6,1.7,2.3,2.9,0.8,0.2,1.7,1.9,5.5,22,537,7.5,0.39899999999999997,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.3,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,0,25
Ish Smith, WAS, PG,31,60,19,26.2,4.4,9.7, .451,0.9,2.5,0.36700000000000005,3.5,7.2,0.48,0.498,0.8,1.2,0.6859999999999999,0.5,2.7,3.2,4.8,0.9,0.4,1.3,1.4,10.5,31,1570,13.8,0.512,0.258,0.12,1.9,11.7,6.6,25.9,1.5,1.3,11.2,18.3,1.3,0.4,1.7,0.053,-0.3,-1.1,-1.4,0.2,0,22
Zhaire Smith, PHI, SG,20,7,0,4.6,0.4,1.6, .273,0.0,0.4,0.0,0.4,1.1,0.375,0.273,0.3,0.6,0.5,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1,20,32,1.1,0.313,0.273,0.364,0.0,6.9,3.5,8.3,4.6,0.0,13.6,19.9,-0.1,0.1,-0.1,-0.11800000000000001,-10.8,0.8,-10.0,-0.1,0,12
Tony Snell, DET, SF,28,59,57,27.8,2.9,6.5, .445,1.7,4.3,0.402,1.2,2.2,0.531,0.579,0.5,0.5,1.0,0.2,1.7,1.9,2.2,0.5,0.3,0.5,1.7,8.0,28,1641,9.7,0.598,0.665,0.084,0.6,7.1,3.8,10.9,1.0,0.8,7.3,11.4,2.1,0.5,2.6,0.076,-1.1,-0.6,-1.8,0.1,0,26
Omari Spellman, GSW, PF,22,49,3,18.1,2.6,6.0, .431,0.9,2.2,0.391,1.7,3.8,0.45399999999999996,0.503,1.5,1.9,0.7929999999999999,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,22,886,14.4,0.551,0.373,0.312,9.1,18.0,13.4,8.1,1.8,2.4,13.9,18.8,0.5,0.7,1.2,0.065,-0.7,-1.0,-1.7,0.1,0,30
Max Strus, CHI, SG,23,2,0,3.0,1.0,1.5, .667,0.0,0.5,0.0,1.0,1.0,1.0,0.667,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,23,6,30.7,0.727,0.33299999999999996,0.33299999999999996,17.5,0.0,9.2,0.0,0.0,0.0,0.0,24.4,0.0,0.0,0.0,0.317,5.4,-1.0,4.4,0.0,0,24
Edmond Sumner, IND, PG,24,25,2,13.8,1.9,4.4, .423,0.4,1.5,0.263,1.5,2.9,0.507,0.46799999999999997,0.4,0.6,0.667,0.4,1.1,1.5,1.6,0.6,0.3,0.8,1.4,4.6,24,345,10.0,0.485,0.342,0.135,3.2,8.6,5.9,15.4,2.1,2.0,13.9,17.4,-0.1,0.4,0.3,0.039,-3.6,0.4,-3.1,-0.1,0,11
Caleb Swanigan, TOT, PF,22,27,1,10.7,1.0,1.7, .596,0.0,0.1,0.0,1.0,1.7,0.622,0.596,0.3,0.6,0.529,1.0,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4,22,288,7.6,0.597,0.043,0.36200000000000004,9.9,26.1,18.1,14.0,0.5,2.1,40.4,13.5,-0.2,0.2,0.0,0.006999999999999999,-6.3,0.2,-6.0,-0.3,0,17
Caleb Swanigan, SAC, PF,22,7,0,3.3,0.3,0.6, .500,0.0,0.0,,0.3,0.6,0.5,0.5,0.1,0.3,0.5,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7,22,288,7.6,0.597,0.043,0.36200000000000004,9.9,26.1,18.1,14.0,0.5,2.1,40.4,13.5,-0.2,0.2,0.0,0.006999999999999999,-6.3,0.2,-6.0,-0.3,0,19
Caleb Swanigan, POR, PF,22,20,1,13.3,1.3,2.2, .605,0.0,0.1,0.0,1.3,2.1,0.634,0.605,0.4,0.8,0.5329999999999999,1.3,3.4,4.7,1.5,0.1,0.3,1.6,2.7,3.0,22,288,7.6,0.597,0.043,0.36200000000000004,9.9,26.1,18.1,14.0,0.5,2.1,40.4,13.5,-0.2,0.2,0.0,0.006999999999999999,-6.3,0.2,-6.0,-0.3,0,17
Jayson Tatum, BOS, PF,21,59,59,34.6,8.5,18.9, .448,2.8,7.1,0.39799999999999996,5.6,11.7,0.479,0.523,3.8,4.7,0.8059999999999999,1.0,6.1,7.1,2.9,1.4,0.9,2.2,2.1,23.6,21,2043,20.3,0.562,0.377,0.251,3.0,18.8,11.0,14.0,2.0,2.4,9.7,28.6,2.9,3.4,6.2,0.147,3.3,0.6,3.9,3.0,1,5
Jeff Teague, TOT, PG,31,59,17,24.8,3.6,8.3, .436,0.7,2.0,0.368,2.9,6.3,0.457,0.48,2.9,3.3,0.873,0.5,1.9,2.4,5.2,0.7,0.3,2.0,1.8,10.9,31,1464,14.6,0.557,0.239,0.40299999999999997,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.08199999999999999,-0.2,-1.3,-1.5,0.2,0,27
Jeff Teague, MIN, PG,31,34,13,27.8,4.3,9.5, .448,1.0,2.6,0.379,3.3,7.0,0.473,0.498,3.7,4.2,0.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2,31,1464,14.6,0.557,0.239,0.40299999999999997,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.08199999999999999,-0.2,-1.3,-1.5,0.2,0,28
Jeff Teague, ATL, PG,31,25,4,20.8,2.7,6.6, .412,0.4,1.2,0.33299999999999996,2.3,5.4,0.43,0.442,1.9,2.1,0.887,0.5,1.7,2.2,4.0,0.8,0.2,1.6,1.4,7.7,31,1464,14.6,0.557,0.239,0.40299999999999997,1.9,8.6,5.2,30.7,1.4,1.1,16.8,19.5,1.9,0.6,2.5,0.08199999999999999,-0.2,-1.3,-1.5,0.2,0,27
Garrett Temple, BRK, SG,33,55,31,28.1,3.6,9.5, .378,2.0,6.3,0.324,1.6,3.2,0.483,0.485,1.0,1.3,0.767,0.5,2.9,3.5,2.6,0.8,0.5,1.0,1.7,10.3,33,1547,10.3,0.507,0.66,0.139,1.9,10.5,6.3,13.1,1.3,1.4,9.3,16.6,0.5,1.6,2.1,0.065,-1.5,0.4,-1.1,0.4,0,15
Daniel Theis, BOS, C,27,58,57,23.8,3.7,6.6, .565,0.4,1.4,0.321,3.3,5.2,0.631,0.599,1.4,1.8,0.764,2.2,4.3,6.6,1.6,0.6,1.3,0.8,3.5,9.3,27,1382,18.2,0.629,0.212,0.27699999999999997,10.2,19.2,14.7,9.9,1.2,5.0,10.1,14.7,3.6,2.3,5.9,0.205,0.4,1.8,2.3,1.5,0,5
Isaiah Thomas, WAS, PG,30,40,37,23.1,4.4,10.7, .408,2.0,4.7,0.413,2.4,5.9,0.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,30,925,11.6,0.531,0.444,0.17800000000000002,1.3,7.0,4.0,23.2,0.7,0.6,14.4,24.1,0.2,-0.1,0.0,0.001,-0.5,-3.9,-4.4,-0.6,0,22
Khyri Thomas, DET, SG,23,8,0,7.6,0.6,2.1, .294,0.6,1.8,0.35700000000000004,0.0,0.4,0.0,0.441,0.3,0.5,0.5,0.1,0.0,0.1,0.4,0.4,0.0,0.4,1.1,2.1,23,61,3.2,0.45299999999999996,0.8240000000000001,0.235,1.8,0.0,0.9,6.7,2.4,0.0,13.8,15.6,-0.1,0.0,0.0,-0.038,-6.1,-1.8,-7.9,-0.1,0,26
Matt Thomas, TOR, SG,25,33,0,9.7,1.6,3.4, .486,1.1,2.3,0.467,0.6,1.1,0.528,0.644,0.2,0.3,0.7,0.2,1.2,1.5,0.5,0.2,0.0,0.4,0.9,4.5,25,321,13.6,0.65,0.6759999999999999,0.09,2.4,13.2,7.9,7.9,1.2,0.0,9.4,17.0,0.5,0.4,0.9,0.13699999999999998,1.0,0.4,1.4,0.3,0,3
Tristan Thompson, CLE, C,28,57,51,30.2,5.1,9.9, .512,0.2,0.4,0.391,4.9,9.5,0.518,0.52,1.7,2.8,0.615,4.0,6.2,10.1,2.1,0.6,0.9,1.8,2.2,12.0,28,1721,16.8,0.54,0.040999999999999995,0.28600000000000003,14.5,22.9,18.6,10.5,0.9,2.5,14.0,18.3,2.0,1.1,3.1,0.085,-0.2,-1.3,-1.5,0.2,0,29
Matisse Thybulle, PHI, SG,22,57,13,19.5,1.7,4.1, .410,0.9,2.5,0.35200000000000004,0.8,1.6,0.5,0.517,0.4,0.7,0.61,0.6,0.9,1.5,1.2,1.4,0.7,0.8,2.1,4.7,22,1110,9.8,0.53,0.607,0.175,3.5,5.1,4.3,8.3,3.5,3.1,15.1,11.6,0.1,1.8,1.9,0.084,-3.0,3.1,0.1,0.6,0,12
Anthony Tolliver, TOT, PF,34,47,9,15.6,1.1,3.3, .348,0.8,2.6,0.322,0.3,0.7,0.441,0.474,0.4,0.5,0.72,0.6,2.2,2.8,0.7,0.3,0.2,0.6,1.4,3.5,34,732,6.6,0.49700000000000005,0.7809999999999999,0.161,4.3,14.5,9.5,5.7,1.0,1.3,15.3,11.4,-0.1,0.4,0.3,0.018000000000000002,-3.1,-0.7,-3.8,-0.3,0,19
Anthony Tolliver, POR, PF,34,33,9,16.8,1.3,3.5, .368,0.9,2.7,0.337,0.4,0.8,0.46399999999999997,0.496,0.4,0.6,0.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9,34,732,6.6,0.49700000000000005,0.7809999999999999,0.161,4.3,14.5,9.5,5.7,1.0,1.3,15.3,11.4,-0.1,0.4,0.3,0.018000000000000002,-3.1,-0.7,-3.8,-0.3,0,17
Anthony Tolliver, SAC, PF,34,9,0,9.1,0.3,1.9, .176,0.2,1.7,0.133,0.1,0.2,0.5,0.235,0.1,0.2,0.5,0.2,1.0,1.2,0.3,0.4,0.1,0.4,0.7,1.0,34,732,6.6,0.49700000000000005,0.7809999999999999,0.161,4.3,14.5,9.5,5.7,1.0,1.3,15.3,11.4,-0.1,0.4,0.3,0.018000000000000002,-3.1,-0.7,-3.8,-0.3,0,19
Anthony Tolliver, MEM, PF,34,5,0,19.2,1.6,4.2, .381,1.4,3.4,0.41200000000000003,0.2,0.8,0.25,0.5479999999999999,0.8,0.8,1.0,0.2,2.2,2.4,0.2,0.6,0.2,1.0,0.8,5.4,34,732,6.6,0.49700000000000005,0.7809999999999999,0.161,4.3,14.5,9.5,5.7,1.0,1.3,15.3,11.4,-0.1,0.4,0.3,0.018000000000000002,-3.1,-0.7,-3.8,-0.3,0,14
Juan Toscano-Anderson, GSW, SF,26,13,6,20.9,2.2,4.8, .460,0.6,1.8,0.348,1.6,3.1,0.525,0.524,0.2,0.4,0.6,0.7,3.3,4.0,2.0,1.0,0.4,1.2,2.3,5.3,26,272,9.4,0.529,0.365,0.079,3.5,17.8,10.4,13.8,2.3,1.7,19.7,12.7,-0.1,0.2,0.2,0.03,-3.9,0.4,-3.5,-0.1,0,30
Karl-Anthony Towns, MIN, C,24,35,35,33.9,9.0,17.8, .508,3.3,7.9,0.41200000000000003,5.8,9.9,0.586,0.6,5.1,6.5,0.7959999999999999,2.7,8.1,10.8,4.4,0.9,1.2,3.1,3.3,26.5,24,1187,26.5,0.642,0.445,0.363,8.1,26.1,16.8,22.8,1.3,2.9,13.2,28.8,3.8,1.3,5.1,0.205,7.0,0.8,7.8,2.9,0,28
Gary Trent Jr., POR, SG,21,53,8,20.0,2.8,6.6, .426,1.5,3.8,0.38799999999999996,1.3,2.8,0.47700000000000004,0.537,0.6,0.7,0.833,0.4,1.3,1.7,0.9,0.7,0.2,0.4,1.3,7.7,21,1059,11.8,0.555,0.574,0.10300000000000001,2.0,6.6,4.3,6.5,1.8,1.0,4.9,15.4,1.2,0.4,1.6,0.071,-0.5,-0.6,-1.1,0.3,0,17
Allonzo Trier, NYK, PG,24,24,1,12.1,2.1,4.4, .481,0.8,2.2,0.358,1.3,2.2,0.604,0.5710000000000001,1.4,1.8,0.7909999999999999,0.3,1.0,1.2,1.2,0.1,0.2,0.9,1.2,6.5,24,291,14.5,0.62,0.5,0.406,2.1,8.7,5.3,14.8,0.5,1.3,15.0,21.4,0.5,0.1,0.5,0.087,1.0,-1.5,-0.5,0.1,0,25
P.J. Tucker, HOU, PF,34,64,64,34.4,2.5,5.8, .433,1.5,4.0,0.37,1.0,1.8,0.573,0.56,0.6,0.7,0.841,1.6,5.3,6.9,1.6,1.1,0.5,1.0,3.3,7.1,34,2203,8.7,0.58,0.687,0.11800000000000001,4.8,16.2,10.5,5.9,1.5,1.2,14.6,8.6,1.8,2.2,3.9,0.086,-2.2,0.6,-1.6,0.2,0,10
Rayjon Tucker, UTA, SG,22,14,0,5.6,0.6,1.4, .421,0.0,0.4,0.0,0.6,0.9,0.615,0.42100000000000004,0.2,0.4,0.6,0.1,0.8,0.9,0.1,0.1,0.0,0.2,0.5,1.4,22,78,4.5,0.44799999999999995,0.316,0.263,2.9,14.8,9.1,3.5,0.6,0.0,12.4,13.6,-0.1,0.1,0.0,-0.009000000000000001,-6.7,-1.2,-7.9,-0.1,0,7
Evan Turner, ATL, PG,31,19,0,13.2,1.3,3.5, .373,0.0,0.3,0.0,1.3,3.3,0.40299999999999997,0.373,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3,31,251,6.8,0.424,0.075,0.209,3.4,13.0,8.2,20.6,1.7,2.7,26.2,16.4,-0.5,0.1,-0.3,-0.064,-4.9,-0.7,-5.6,-0.2,0,27
Myles Turner, IND, C,23,55,55,29.6,4.2,9.4, .451,1.4,4.2,0.336,2.8,5.2,0.542,0.525,2.0,2.6,0.75,1.3,5.3,6.5,1.1,0.8,2.2,1.2,2.5,11.8,23,1628,14.7,0.561,0.44299999999999995,0.27899999999999997,4.8,19.5,12.2,5.1,1.3,6.5,10.5,17.5,1.0,2.8,3.7,0.111,-0.9,1.1,0.2,0.9,0,11
Jarrod Uthoff, MEM, SF,26,4,0,3.5,0.3,1.8, .143,0.0,1.0,0.0,0.3,0.8,0.33299999999999996,0.14300000000000002,0.5,0.5,1.0,0.3,0.0,0.3,0.0,0.3,0.0,0.0,0.3,1.0,26,14,-0.1,0.254,0.5710000000000001,0.28600000000000003,7.6,0.0,3.7,0.0,3.3,0.0,0.0,23.4,-0.1,0.0,0.0,-0.16699999999999998,-11.0,-2.5,-13.5,0.0,0,14
Jonas Valančiūnas, MEM, C,27,62,62,26.3,6.2,10.6, .586,0.5,1.3,0.36700000000000005,5.7,9.3,0.616,0.608,2.0,2.7,0.732,3.1,8.2,11.2,1.8,0.4,1.1,1.7,2.6,14.9,27,1630,22.3,0.631,0.12,0.256,12.5,31.9,22.4,10.2,0.7,3.7,12.8,21.4,3.8,2.4,6.2,0.182,2.2,0.0,2.3,1.8,0,14
Denzel Valentine, CHI, SF,26,36,5,13.6,2.7,6.6, .409,1.3,3.8,0.336,1.4,2.8,0.51,0.506,0.2,0.2,0.75,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,26,488,13.0,0.511,0.578,0.034,1.9,15.5,8.4,14.2,2.6,1.2,9.8,23.3,-0.1,0.6,0.5,0.048,-0.7,0.2,-0.5,0.2,0,24
Jarred Vanderbilt, TOT, SF-PF,20,11,0,4.2,0.5,0.7, .625,0.0,0.1,0.0,0.5,0.6,0.7140000000000001,0.625,0.2,0.2,1.0,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1,20,46,7.6,0.6759999999999999,0.125,0.25,7.3,14.5,10.8,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.02,-6.6,0.6,-5.9,0.0,0,28
Jarred Vanderbilt, DEN, SF,20,9,0,4.6,0.6,0.8, .714,0.0,0.0,,0.6,0.8,0.7140000000000001,0.7140000000000001,0.0,0.0,,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1,20,46,7.6,0.6759999999999999,0.125,0.25,7.3,14.5,10.8,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.02,-6.6,0.6,-5.9,0.0,0,6
Jarred Vanderbilt, MIN, PF,20,2,0,2.5,0.0,0.5, .000,0.0,0.5,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,20,46,7.6,0.6759999999999999,0.125,0.25,7.3,14.5,10.8,5.9,3.2,2.0,44.1,14.9,-0.1,0.1,0.0,-0.02,-6.6,0.6,-5.9,0.0,0,28
Fred VanVleet, TOR, PG,25,48,48,35.8,6.0,14.6, .409,2.7,7.0,0.38799999999999996,3.3,7.6,0.43,0.503,2.9,3.5,0.843,0.4,3.4,3.8,6.6,1.9,0.3,2.3,2.5,17.6,25,1719,16.0,0.546,0.48200000000000004,0.237,1.1,9.7,5.5,27.4,2.5,0.7,12.4,22.0,2.2,2.7,4.9,0.136,1.0,1.3,2.3,1.8,0,3
Gabe Vincent, MIA, PG,23,6,0,7.0,0.7,3.2, .211,0.7,2.7,0.25,0.0,0.5,0.0,0.316,0.0,0.0,,0.0,0.5,0.5,0.5,0.2,0.0,0.0,0.3,2.0,23,42,1.2,0.316,0.8420000000000001,0.0,0.0,7.7,4.0,9.9,1.2,0.0,0.0,20.0,-0.1,0.0,-0.1,-0.105,-6.7,-2.9,-9.6,-0.1,0,8
Noah Vonleh, TOT, C-PF,24,33,1,11.0,1.5,2.7, .562,0.1,0.5,0.2,1.4,2.2,0.635,0.579,0.7,0.9,0.8,1.1,2.6,3.7,0.8,0.3,0.2,0.6,1.2,3.8,24,364,15.6,0.621,0.16899999999999998,0.337,10.4,25.9,17.9,10.7,1.4,1.4,17.0,14.0,0.6,0.4,1.0,0.126,-1.2,0.3,-0.8,0.1,0,6
Noah Vonleh, MIN, C,24,29,1,12.0,1.6,3.0, .547,0.1,0.5,0.14300000000000002,1.6,2.5,0.625,0.5579999999999999,0.8,1.0,0.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1,24,364,15.6,0.621,0.16899999999999998,0.337,10.4,25.9,17.9,10.7,1.4,1.4,17.0,14.0,0.6,0.4,1.0,0.126,-1.2,0.3,-0.8,0.1,0,28
Noah Vonleh, DEN, PF,24,4,0,4.3,0.8,0.8, 1.000,0.3,0.3,1.0,0.5,0.5,1.0,1.167,0.3,0.5,0.5,0.8,1.0,1.8,0.3,0.0,0.0,0.5,0.5,2.0,24,364,15.6,0.621,0.16899999999999998,0.337,10.4,25.9,17.9,10.7,1.4,1.4,17.0,14.0,0.6,0.4,1.0,0.126,-1.2,0.3,-0.8,0.1,0,6
Nikola Vučević, ORL, C,29,54,54,32.6,7.9,16.9, .470,1.5,4.6,0.32899999999999996,6.4,12.2,0.523,0.515,2.1,2.7,0.7809999999999999,2.4,8.6,11.0,3.7,0.9,0.9,1.4,2.2,19.5,29,1763,21.6,0.54,0.27399999999999997,0.16,7.6,29.4,18.1,20.0,1.3,2.4,7.3,25.8,2.9,2.6,5.5,0.15,3.4,0.6,4.0,2.7,0,16
Dean Wade, CLE, PF,23,12,0,5.9,0.8,1.1, .692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0.0,0.1,0.0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7,23,71,13.9,0.7440000000000001,0.308,0.077,4.6,25.3,14.9,4.0,1.4,4.8,18.2,9.9,0.1,0.1,0.2,0.10400000000000001,-1.7,0.5,-1.2,0.0,0,29
Moritz Wagner, WAS, C,22,37,5,19.1,3.5,6.2, .575,0.6,1.8,0.34299999999999997,2.9,4.4,0.6709999999999999,0.625,1.8,2.2,0.8170000000000001,1.4,3.8,5.2,1.3,0.6,0.5,1.5,3.6,9.5,22,707,16.6,0.6659999999999999,0.294,0.36,7.6,22.8,14.9,10.1,1.5,2.1,17.2,18.8,1.3,0.5,1.8,0.122,-1.2,-0.3,-1.6,0.1,0,22
Dion Waiters, MIA, SG,28,3,0,14.0,3.3,8.7, .385,2.7,5.7,0.47100000000000003,0.7,3.0,0.222,0.5379999999999999,0.0,0.3,0.0,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3,28,42,13.5,0.53,0.654,0.038,0.0,28.2,14.7,12.4,0.0,4.7,10.2,30.9,-0.1,0.1,0.0,-0.001,2.4,-0.6,1.8,0.0,0,8
Kemba Walker, BOS, PG,29,50,50,31.8,7.0,16.6, .421,3.3,8.8,0.377,3.7,7.9,0.47,0.52,3.9,4.5,0.867,0.7,3.4,4.1,4.9,0.9,0.5,2.1,1.5,21.2,29,1592,20.2,0.569,0.526,0.27,2.2,11.4,6.9,24.6,1.4,1.5,10.3,27.8,3.5,1.9,5.4,0.163,5.0,-0.2,4.7,2.7,1,5
Lonnie Walker, SAS, SG,21,53,4,14.5,2.2,5.0, .434,0.5,1.3,0.408,1.6,3.7,0.444,0.489,0.7,1.0,0.7170000000000001,0.4,1.8,2.2,0.9,0.5,0.2,0.6,1.3,5.6,21,767,11.0,0.515,0.266,0.19899999999999998,2.8,13.4,8.1,8.4,1.8,1.5,9.6,18.2,0.0,0.5,0.5,0.027999999999999997,-2.5,-0.7,-3.2,-0.2,0,20
Tyrone Wallace, ATL, SG,25,14,0,11.4,1.0,3.1, .318,0.1,1.1,0.067,0.9,2.1,0.44799999999999995,0.33,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9,25,160,3.9,0.389,0.341,0.386,2.0,13.0,7.4,10.9,2.0,0.5,16.3,16.0,-0.3,0.1,-0.3,-0.075,-7.7,-1.0,-8.7,-0.3,0,27
Taurean Prince, BRK, SF,25,64,61,29.0,4.3,11.5, .376,2.3,6.7,0.33899999999999997,2.1,4.8,0.429,0.475,1.1,1.4,0.7979999999999999,0.8,5.2,6.0,1.8,0.9,0.4,2.0,2.5,12.1,25,1857,9.2,0.49700000000000005,0.583,0.12,2.8,17.9,10.6,9.3,1.5,1.1,14.0,20.4,-1.7,2.4,0.7,0.019,-2.9,-0.1,-3.0,-0.5,0,15
