NAME,TEAM,POS,AGE,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Age,MPT,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,ALLSTAR,TEAM_STANDING
Victor Oladipo, IND, SG,27,13,10,25.9,4.8,12.4, .391,1.6,5.3,0.304,3.2,7.1,0.457,0.457,2.5,3.2,0.78,0.5,2.6,3.2,3.0,0.8,0.2,2.2,1.6,13.8,27,337,12.0,0.5,0.429,0.255,2.3,11.0,6.7,16.9,1.6,0.8,13.5,27.0,-0.3,0.4,0.1,0.008,-1.7,-1.3,-3.0,-0.1,0,11
Kelly Olynyk, MIA, C,28,59,6,18.5,2.6,5.4, .476,1.4,3.1,0.43200000000000005,1.2,2.2,0.5379999999999999,0.603,1.2,1.4,0.8540000000000001,0.6,3.8,4.4,1.6,0.6,0.3,1.1,2.4,7.7,28,1089,14.7,0.64,0.584,0.259,4.0,22.0,13.4,13.2,1.7,1.6,15.1,16.9,1.7,1.5,3.2,0.14,0.1,1.0,1.1,0.8,0,8
Miye Oni, UTA, SG,22,5,0,2.2,0.0,0.4, .000,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,22,11,-9.9,0.0,0.5,0.0,0.0,19.1,10.0,0.0,0.0,0.0,33.3,12.0,-0.1,0.0,-0.1,-0.285,-12.7,-4.6,-17.3,0.0,0,7
Cedi Osman, CLE, SF,24,65,65,29.4,4.1,9.4, .437,1.9,4.9,0.38299999999999995,2.2,4.4,0.49700000000000005,0.5379999999999999,1.0,1.4,0.67,0.6,3.0,3.6,2.4,0.8,0.2,1.4,2.5,11.0,24,1910,10.7,0.552,0.527,0.154,2.2,11.3,6.7,11.6,1.4,0.7,12.3,16.6,1.1,0.5,1.6,0.04,-1.6,-0.9,-2.6,-0.3,0,29
Kelly Oubre Jr., PHO, SF,24,56,55,34.5,6.7,14.8, .452,1.9,5.5,0.35200000000000004,4.7,9.3,0.511,0.517,3.4,4.4,0.78,1.2,5.3,6.4,1.5,1.3,0.7,1.5,3.4,18.7,24,1933,14.9,0.56,0.37200000000000005,0.298,3.8,17.3,10.4,6.7,1.7,1.8,8.2,22.4,1.7,1.9,3.6,0.09,-0.3,-0.4,-0.6,0.7,0,21
Tariq Owens, PHO, PF,24,3,0,5.0,0.3,1.7, .200,0.0,0.7,0.0,0.3,1.0,0.33299999999999996,0.2,0.7,0.7,1.0,0.7,0.3,1.0,0.0,0.3,0.0,0.0,0.3,1.3,24,15,8.4,0.34,0.4,0.4,14.5,7.6,11.1,0.0,3.2,0.0,0.0,16.7,0.0,0.0,0.0,0.017,-3.1,-2.8,-5.9,0.0,0,21
Jeremy Pargo, GSW, PG,33,3,0,14.7,3.7,7.3, .500,1.0,2.3,0.429,2.7,5.0,0.5329999999999999,0.568,0.0,0.3,0.0,0.3,0.7,1.0,2.7,0.3,0.0,1.3,2.7,8.3,33,44,12.7,0.557,0.318,0.045,2.4,5.1,3.7,33.2,1.1,0.0,15.1,25.7,0.0,0.0,0.0,0.011000000000000001,-2.8,-3.1,-5.9,0.0,0,30
Jabari Parker, TOT, PF,24,33,23,25.8,6.0,12.1, .499,0.9,3.5,0.267,5.1,8.6,0.594,0.5379999999999999,1.7,2.2,0.743,1.6,4.3,5.9,1.8,1.3,0.5,1.8,2.8,14.7,24,852,17.0,0.561,0.29100000000000004,0.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,0.5,0.7,1.2,0.066,0.2,-0.4,-0.1,0.4,0,19
Jabari Parker, ATL, PF,24,32,23,26.2,6.2,12.3, .504,1.0,3.6,0.27,5.2,8.7,0.601,0.5429999999999999,1.7,2.3,0.736,1.7,4.3,6.0,1.8,1.3,0.5,1.9,2.9,15.0,24,852,17.0,0.561,0.29100000000000004,0.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,0.5,0.7,1.2,0.066,0.2,-0.4,-0.1,0.4,0,27
Jabari Parker, SAC, PF,24,1,0,15.0,1.0,6.0, .167,0.0,1.0,0.0,1.0,5.0,0.2,0.16699999999999998,2.0,2.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,24,852,17.0,0.561,0.29100000000000004,0.185,6.7,18.1,12.3,11.7,2.3,1.5,12.2,24.0,0.5,0.7,1.2,0.066,0.2,-0.4,-0.1,0.4,0,19
Chandler Parsons, ATL, SF,31,5,0,10.8,1.0,3.6, .278,0.8,2.8,0.28600000000000003,0.2,0.8,0.25,0.389,0.0,0.0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8,31,54,5.6,0.389,0.778,0.0,2.0,12.1,7.0,7.5,3.5,1.6,14.3,16.1,-0.1,0.0,-0.1,-0.066,-4.7,-1.3,-6.0,-0.1,0,27
Eric Paschall, GSW, PF,23,60,26,27.6,5.3,10.7, .497,0.6,2.2,0.287,4.7,8.5,0.55,0.526,2.7,3.5,0.774,1.4,3.2,4.6,2.1,0.5,0.2,1.6,2.1,14.0,23,1654,14.5,0.5710000000000001,0.20199999999999999,0.331,5.2,13.1,9.0,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2.0,-2.7,-0.3,0,30
Anžejs Pasečņiks, WAS, C,24,24,0,16.9,2.3,4.4, .528,0.0,0.1,0.0,2.3,4.3,0.5379999999999999,0.528,1.3,2.3,0.593,1.6,2.5,4.1,0.7,0.3,0.5,0.9,2.7,6.0,24,405,11.6,0.555,0.019,0.509,10.2,16.9,13.4,5.7,0.9,2.6,14.5,15.6,0.3,0.2,0.5,0.055999999999999994,-3.8,-1.6,-5.4,-0.3,0,22
Patrick Patterson, LAC, PF,30,51,18,11.9,1.5,3.7, .404,1.1,2.8,0.387,0.4,0.9,0.457,0.551,0.5,0.7,0.794,0.6,1.8,2.4,0.6,0.1,0.1,0.4,0.8,4.6,30,607,11.7,0.5760000000000001,0.755,0.18100000000000002,5.2,15.1,10.3,6.9,0.5,0.4,8.1,15.1,0.9,0.6,1.5,0.11800000000000001,0.9,-0.5,0.4,0.4,0,4
Justin Patton, OKC, C,22,5,0,4.8,0.8,2.0, .400,0.2,0.8,0.25,0.6,1.2,0.5,0.45,0.0,0.0,,0.2,0.8,1.0,0.4,0.0,0.0,0.4,0.8,1.8,22,24,4.7,0.45,0.4,0.0,4.8,17.9,11.6,12.5,0.0,0.0,16.7,22.1,0.0,0.0,0.0,-0.066,-6.9,-3.3,-10.1,-0.1,0,9
Chris Paul, OKC, PG,34,63,63,31.8,6.3,12.8, .489,1.6,4.4,0.36200000000000004,4.7,8.3,0.557,0.552,3.6,4.0,0.9,0.3,4.6,4.9,6.8,1.6,0.1,2.2,2.2,17.7,34,2003,21.7,0.609,0.34700000000000003,0.311,1.2,15.5,8.6,33.4,2.4,0.4,13.0,23.2,5.5,2.5,8.1,0.19399999999999998,3.1,1.2,4.3,3.2,1,9
Elfrid Payton, NYK, PG,25,45,36,27.7,4.3,9.8, .439,0.3,1.5,0.203,4.0,8.2,0.48200000000000004,0.455,1.1,1.9,0.57,1.2,3.6,4.7,7.2,1.6,0.4,2.1,2.0,10.0,25,1246,16.0,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.3,0.3,0.0,0.6,0,25
Gary Payton II, WAS, PG,27,29,17,14.9,1.7,4.0, .414,0.4,1.6,0.28300000000000003,1.2,2.4,0.5,0.47,0.1,0.3,0.5,0.9,1.9,2.8,1.7,1.1,0.2,0.7,1.9,3.9,27,432,11.3,0.473,0.397,0.069,6.3,14.3,10.2,14.7,3.6,1.4,14.3,13.4,0.1,0.4,0.4,0.049,-3.1,1.5,-1.6,0.0,0,22
Norvel Pelle, PHI, C,26,20,0,8.9,0.9,1.8, .514,0.0,0.0,,0.9,1.8,0.514,0.514,0.3,0.6,0.5,0.8,2.2,3.0,0.4,0.1,1.3,0.7,2.0,2.1,26,178,11.2,0.521,0.0,0.34299999999999997,9.9,27.3,18.6,5.3,0.3,12.0,24.4,12.9,-0.1,0.4,0.3,0.08199999999999999,-7.1,3.1,-4.1,-0.1,0,12
Theo Pinson, BRK, SG,24,33,0,11.1,1.4,4.7, .290,0.5,2.4,0.188,0.9,2.3,0.4,0.33899999999999997,0.5,0.5,0.938,0.3,1.3,1.6,1.7,0.5,0.1,1.0,1.1,3.6,24,365,5.2,0.37,0.516,0.10300000000000001,2.9,12.1,7.6,22.0,2.2,0.9,16.9,22.4,-1.0,0.5,-0.6,-0.07400000000000001,-6.9,-0.2,-7.1,-0.5,0,15
Mason Plumlee, DEN, C,29,53,1,17.0,2.9,4.7, .617,0.0,0.1,0.0,2.9,4.6,0.627,0.617,1.4,2.6,0.536,1.7,3.6,5.3,2.4,0.5,0.6,1.4,2.4,7.2,29,900,19.1,0.615,0.016,0.556,11.0,23.9,17.4,20.0,1.6,3.4,18.9,18.4,1.7,1.3,3.0,0.162,0.2,2.0,2.2,1.0,0,6
Jakob Poeltl, SAS, C,24,58,10,16.6,2.3,3.8, .619,0.0,0.0,,2.3,3.8,0.619,0.619,0.6,1.3,0.486,1.8,3.6,5.3,1.8,0.5,1.4,0.8,1.7,5.3,24,965,19.6,0.611,0.0,0.33899999999999997,11.6,23.0,17.3,14.6,1.5,7.7,15.2,13.3,2.0,1.3,3.3,0.165,0.8,2.3,3.1,1.2,0,20
Vincent Poirier, BOS, C,26,21,0,5.4,0.8,1.6, .485,0.0,0.1,0.5,0.7,1.5,0.484,0.5,0.3,0.3,0.857,0.5,1.1,1.6,0.3,0.1,0.3,0.3,1.1,1.9,26,114,12.8,0.54,0.061,0.212,9.5,22.4,16.0,8.6,0.8,4.9,14.3,15.8,0.1,0.2,0.3,0.124,-4.5,0.7,-3.8,-0.1,0,5
Shamorie Ponds, TOR, PG,21,4,0,2.8,0.8,1.3, .600,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.5,0.5,1.0,0.0,0.3,0.3,0.5,0.0,0.3,0.0,0.5,2.3,21,11,33.2,0.765,0.4,0.4,0.0,9.4,4.8,32.1,0.0,8.8,0.0,22.9,0.1,0.0,0.1,0.451,8.4,5.3,13.7,0.0,0,3
Jordan Poole, GSW, SG,20,57,14,22.4,2.9,8.8, .333,1.3,4.6,0.27899999999999997,1.6,4.2,0.392,0.406,1.7,2.1,0.7979999999999999,0.2,1.9,2.1,2.4,0.6,0.2,1.3,1.6,8.8,20,1274,7.2,0.45399999999999996,0.528,0.237,0.7,9.6,5.0,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,0,30
Kevin Porter Jr., CLE, SF,19,50,3,23.2,3.7,8.4, .442,1.1,3.2,0.335,2.7,5.3,0.506,0.505,1.5,2.0,0.723,0.4,2.8,3.2,2.2,0.9,0.3,1.9,2.7,10.0,19,1162,10.8,0.535,0.375,0.24,2.1,13.5,7.7,13.9,1.9,1.0,16.7,20.5,-0.3,0.6,0.3,0.011000000000000001,-3.2,-0.6,-3.7,-0.5,0,29
Michael Porter Jr., DEN, PF,21,48,1,14.0,2.9,5.9, .495,0.9,2.1,0.42200000000000004,2.0,3.8,0.536,0.57,0.7,0.9,0.767,1.1,3.0,4.1,0.7,0.4,0.4,0.7,1.6,7.5,21,670,18.5,0.589,0.358,0.151,8.8,24.3,16.5,8.0,1.5,2.6,10.3,22.0,1.0,0.9,2.0,0.141,1.4,-0.7,0.8,0.5,0,6
Otto Porter, CHI, SF,26,14,9,23.6,4.4,10.0, .443,1.7,4.4,0.387,2.7,5.6,0.48700000000000004,0.529,1.4,1.9,0.7040000000000001,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9,26,331,15.8,0.55,0.44299999999999995,0.193,4.1,12.3,8.0,11.9,2.2,1.7,6.8,21.0,0.4,0.4,0.8,0.11199999999999999,0.9,0.2,1.0,0.3,0,24
Bobby Portis, NYK, C,24,66,5,21.1,4.0,8.9, .450,1.0,2.8,0.358,3.0,6.1,0.493,0.507,1.1,1.4,0.763,1.2,3.9,5.1,1.5,0.5,0.3,1.1,1.7,10.1,24,1393,14.6,0.53,0.317,0.158,6.0,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1.0,1.9,0.064,0.1,-1.1,-1.0,0.3,0,25
Kristaps Porziņģis, DAL, PF,24,51,51,31.3,6.6,15.8, .420,2.5,7.1,0.349,4.2,8.8,0.47700000000000004,0.498,3.5,4.5,0.7759999999999999,1.7,7.7,9.5,1.7,0.7,2.1,1.6,3.1,19.2,24,1597,19.3,0.54,0.447,0.282,5.9,25.3,15.8,8.6,1.1,5.6,8.5,26.6,1.7,2.6,4.3,0.129,1.2,0.3,1.5,1.4,0,13
Dwight Powell, DAL, C,28,40,37,26.5,3.7,5.7, .638,0.3,1.0,0.256,3.4,4.8,0.716,0.659,1.9,2.8,0.667,1.9,3.8,5.7,1.5,0.9,0.6,0.9,2.6,9.4,28,1061,16.0,0.677,0.17,0.485,7.5,14.7,11.2,7.7,1.6,1.8,11.5,12.7,2.6,1.1,3.7,0.16899999999999998,0.4,1.0,1.4,0.9,0,13
Norman Powell, TOR, SG,26,44,23,28.8,5.9,11.7, .502,2.1,5.4,0.39799999999999996,3.8,6.4,0.589,0.593,2.5,3.0,0.838,0.5,3.1,3.7,1.8,1.3,0.4,1.5,2.1,16.4,26,1269,17.4,0.629,0.457,0.252,2.0,11.2,6.7,9.7,2.1,1.3,10.0,21.5,2.2,1.9,4.2,0.157,1.4,0.9,2.3,1.4,0,3
Chasson Randle, GSW, PG,26,3,0,13.3,0.0,1.3, .000,0.0,0.7,0.0,0.0,0.7,0.0,0.0,1.7,2.0,0.833,0.0,0.7,0.7,1.7,0.7,0.0,0.0,1.0,1.7,26,40,6.7,0.377,0.5,1.5,0.0,5.6,2.7,15.7,2.4,0.0,0.0,7.1,0.0,0.0,0.0,0.044000000000000004,-5.9,0.1,-5.8,0.0,0,30
Julius Randle, NYK, PF,25,64,64,32.5,7.2,15.7, .460,1.0,3.6,0.27699999999999997,6.2,12.1,0.515,0.49200000000000005,4.0,5.5,0.733,2.4,7.4,9.7,3.1,0.8,0.3,3.0,2.8,19.5,25,2080,17.5,0.5379999999999999,0.23,0.35,7.5,24.9,16.0,15.8,1.2,1.0,14.3,27.6,1.0,1.7,2.7,0.062,0.7,-1.0,-0.3,0.9,0,25
Josh Reaves, DAL, SG,22,2,0,0.5,0.0,0.5, .000,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.8,0.0,0.0,0.0,-1.036,-24.4,-15.1,-39.5,0.0,0,13
Cam Reddish, ATL, SF,20,58,34,26.7,3.7,9.6, .384,1.4,4.3,0.332,2.2,5.2,0.428,0.45899999999999996,1.7,2.2,0.802,0.6,3.1,3.7,1.5,1.1,0.5,1.7,2.3,10.5,20,1551,9.0,0.5,0.451,0.22699999999999998,2.4,12.7,7.5,8.0,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011000000000000001,-3.2,-1.0,-4.2,-0.9,0,27
J.J. Redick, NOP, SG,35,54,35,26.4,4.6,10.3, .450,2.9,6.4,0.452,1.8,3.9,0.446,0.59,2.7,3.0,0.902,0.2,2.4,2.6,2.0,0.4,0.2,1.2,1.6,14.9,35,1425,15.1,0.639,0.618,0.292,0.7,9.7,5.2,10.8,0.6,0.5,9.4,19.9,3.2,0.6,3.7,0.125,2.0,-1.6,0.4,0.9,0,18
Naz Reid, MIN, C,20,30,11,16.5,3.3,8.1, .412,1.1,3.2,0.33,2.3,4.9,0.466,0.47700000000000004,1.2,1.8,0.698,1.1,3.0,4.1,1.2,0.6,0.7,0.7,2.8,9.0,20,495,15.3,0.505,0.39899999999999997,0.218,7.0,19.9,13.2,11.2,1.8,3.7,7.6,24.0,0.2,0.6,0.8,0.07400000000000001,-1.6,-0.3,-1.9,0.0,0,28
Josh Richardson, PHI, SG,26,48,46,30.7,5.1,12.0, .429,1.5,4.5,0.327,3.7,7.5,0.489,0.49,2.1,2.7,0.789,0.8,2.6,3.4,3.1,0.9,0.7,1.9,2.5,13.8,26,1474,12.1,0.526,0.373,0.223,2.8,9.4,6.1,14.8,1.5,2.0,12.6,21.1,0.3,1.6,1.9,0.062,-1.5,-0.2,-1.7,0.1,0,12
Austin Rivers, HOU, SG,27,60,4,23.4,3.0,7.2, .421,1.4,3.9,0.358,1.7,3.3,0.495,0.517,1.0,1.5,0.667,0.4,2.0,2.4,1.6,0.7,0.2,0.6,1.9,8.5,27,1402,10.3,0.5379999999999999,0.537,0.20800000000000002,1.9,8.8,5.3,9.5,1.4,0.6,6.9,14.9,1.3,1.0,2.2,0.077,-1.9,-0.4,-2.3,-0.1,0,10
Duncan Robinson, MIA, SF,25,65,60,30.0,4.4,9.4, .467,3.7,8.4,0.44799999999999995,0.7,1.1,0.614,0.665,0.7,0.8,0.9059999999999999,0.1,3.1,3.3,1.4,0.5,0.2,0.9,2.8,13.3,25,1949,12.8,0.6779999999999999,0.8859999999999999,0.086,0.5,11.2,6.1,7.0,0.9,0.8,8.6,15.8,3.2,1.5,4.7,0.11599999999999999,1.2,-0.9,0.3,1.1,0,8
Glenn Robinson III, TOT, SF,26,60,52,29.1,4.7,9.6, .486,1.2,3.2,0.387,3.5,6.5,0.535,0.55,1.2,1.4,0.867,1.3,3.0,4.3,1.6,0.9,0.3,0.9,1.6,11.8,26,1743,13.4,0.5760000000000001,0.33,0.14400000000000002,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,2.0,0.8,2.8,0.077,-0.5,-1.1,-1.6,0.2,0,12
Glenn Robinson III, GSW, SF,26,48,48,31.6,5.1,10.6, .481,1.4,3.5,0.4,3.7,7.0,0.522,0.5479999999999999,1.3,1.5,0.851,1.4,3.3,4.7,1.8,0.9,0.3,1.0,1.7,12.9,26,1743,13.4,0.5760000000000001,0.33,0.14400000000000002,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,2.0,0.8,2.8,0.077,-0.5,-1.1,-1.6,0.2,0,30
Glenn Robinson III, PHI, SF,26,12,4,18.9,3.1,5.9, .521,0.5,1.8,0.28600000000000003,2.6,4.2,0.62,0.563,0.8,0.8,1.0,1.0,1.8,2.8,0.9,0.7,0.2,0.3,1.3,7.4,26,1743,13.4,0.5760000000000001,0.33,0.14400000000000002,4.7,11.7,8.1,8.6,1.5,0.8,7.9,16.4,2.0,0.8,2.8,0.077,-0.5,-1.1,-1.6,0.2,0,12
Jerome Robinson, TOT, SG,22,55,4,13.6,1.4,3.9, .347,0.6,1.9,0.298,0.8,2.0,0.39299999999999996,0.419,0.4,0.5,0.69,0.2,1.8,1.9,1.2,0.4,0.3,0.6,1.5,3.7,22,748,6.0,0.439,0.48100000000000004,0.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,-0.7,0.7,0.0,0.003,-4.6,0.1,-4.5,-0.5,0,22
Jerome Robinson, LAC, SG,22,42,1,11.3,1.1,3.2, .338,0.5,1.6,0.284,0.6,1.6,0.391,0.408,0.3,0.5,0.579,0.1,1.3,1.4,1.1,0.3,0.2,0.6,1.3,2.9,22,748,6.0,0.439,0.48100000000000004,0.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,-0.7,0.7,0.0,0.003,-4.6,0.1,-4.5,-0.5,0,4
Jerome Robinson, WAS, SG,22,13,3,20.9,2.2,6.2, .363,0.9,2.8,0.324,1.3,3.3,0.395,0.43799999999999994,0.7,0.8,0.9,0.3,3.2,3.5,1.5,0.7,0.5,0.6,2.2,6.1,22,748,6.0,0.439,0.48100000000000004,0.134,1.3,13.8,7.5,11.4,1.4,1.6,12.9,14.6,-0.7,0.7,0.0,0.003,-4.6,0.1,-4.5,-0.5,0,22
Justin Robinson, WAS, PG,22,9,0,5.4,0.6,1.3, .417,0.3,0.6,0.6,0.2,0.8,0.28600000000000003,0.542,0.0,0.0,,0.1,0.4,0.6,0.8,0.0,0.1,0.3,0.2,1.4,22,49,8.2,0.542,0.41700000000000004,0.0,2.2,9.3,5.6,18.6,0.0,1.8,20.0,12.7,0.0,0.0,0.0,0.006,-2.6,-3.1,-5.7,0.0,0,22
Mitchell Robinson, NYK, C,21,61,7,23.1,4.1,5.6, .742,0.0,0.0,,4.1,5.6,0.742,0.742,1.4,2.4,0.568,3.0,4.0,7.0,0.6,0.9,2.0,0.6,3.2,9.7,21,1412,23.5,0.726,0.0,0.434,13.7,18.8,16.2,3.9,1.8,8.0,8.3,13.3,4.8,2.0,6.8,0.23,1.6,1.3,3.0,1.8,0,25
Isaiah Roby, OKC, SF,21,3,0,3.7,0.0,0.3, .000,0.0,0.0,,0.0,0.3,0.0,0.0,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0,21,11,-7.7,0.0,0.0,0.0,0.0,19.5,10.1,0.0,0.0,0.0,50.0,8.0,-0.1,0.0,0.0,-0.191,-12.0,-3.5,-15.5,0.0,0,9
Rajon Rondo, LAL, PG,33,48,3,20.5,2.9,6.8, .418,0.9,2.6,0.32799999999999996,2.0,4.2,0.473,0.48,0.6,0.9,0.659,0.5,2.5,3.0,5.0,0.8,0.0,1.9,1.2,7.1,33,984,12.4,0.494,0.381,0.125,2.6,12.9,7.9,32.4,1.9,0.2,20.8,18.7,0.2,1.3,1.5,0.073,-1.1,0.0,-1.2,0.2,0,2
Derrick Rose, DET, PG,31,50,15,26.0,7.4,15.1, .490,0.9,2.9,0.306,6.5,12.1,0.535,0.52,2.4,2.8,0.871,0.5,1.9,2.4,5.6,0.8,0.3,2.5,1.0,18.1,31,1298,21.1,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1.0,13.4,31.6,1.9,0.6,2.5,0.09300000000000001,4.0,-1.7,2.2,1.4,0,26
Terrence Ross, ORL, SG,28,63,0,27.3,5.0,12.3, .407,2.6,7.2,0.35700000000000004,2.4,5.1,0.47700000000000004,0.511,2.2,2.6,0.845,0.2,3.0,3.2,1.2,1.1,0.3,1.0,1.5,14.8,28,1723,14.2,0.5479999999999999,0.584,0.207,0.8,12.3,6.3,6.8,2.0,1.2,6.8,22.8,1.0,1.8,2.9,0.08,0.0,-0.3,-0.4,0.7,0,16
Terry Rozier, CHO, PG,25,63,63,34.3,6.3,14.9, .423,2.7,6.7,0.40700000000000003,3.6,8.2,0.436,0.514,2.6,3.0,0.8740000000000001,0.8,3.6,4.4,4.1,1.0,0.2,2.2,2.0,18.0,25,2164,14.9,0.5529999999999999,0.45,0.20199999999999999,2.4,11.8,7.0,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3.0,0.067,0.8,-1.3,-0.4,0.8,0,23
Ricky Rubio, PHO, PG,29,57,57,31.6,4.4,10.7, .412,1.2,3.3,0.35100000000000003,3.3,7.4,0.44,0.466,3.1,3.6,0.853,0.7,3.9,4.6,8.9,1.5,0.2,2.7,2.5,13.1,29,1802,16.3,0.531,0.308,0.33399999999999996,2.5,14.0,8.2,39.9,2.3,0.4,18.1,20.2,2.4,1.7,4.1,0.109,0.5,0.2,0.7,1.2,0,21
D'Angelo Russell, TOT, PG,23,45,45,32.3,8.0,18.8, .426,3.5,9.6,0.36700000000000005,4.5,9.2,0.48700000000000004,0.519,3.6,4.4,0.809,0.4,3.6,3.9,6.3,1.1,0.3,3.3,1.9,23.1,23,1452,18.7,0.556,0.509,0.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,1.1,0.7,1.8,0.06,3.8,-1.9,1.9,1.4,0,28
D'Angelo Russell, GSW, PG,23,33,33,32.1,8.3,19.2, .430,3.6,9.7,0.374,4.6,9.5,0.48700000000000004,0.524,3.4,4.4,0.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6,23,1452,18.7,0.556,0.509,0.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,1.1,0.7,1.8,0.06,3.8,-1.9,1.9,1.4,0,30
D'Angelo Russell, MIN, PG,23,12,12,32.7,7.3,17.6, .412,3.2,9.2,0.345,4.1,8.4,0.485,0.502,4.0,4.6,0.873,0.3,4.3,4.6,6.6,1.4,0.3,3.8,1.8,21.7,23,1452,18.7,0.556,0.509,0.235,1.2,12.3,6.6,35.2,1.6,0.8,13.6,31.5,1.1,0.7,1.8,0.06,3.8,-1.9,1.9,1.4,0,28
Domantas Sabonis, IND, C,23,62,62,34.8,7.4,13.7, .540,0.3,1.1,0.254,7.1,12.6,0.565,0.55,3.5,4.8,0.723,3.0,9.4,12.4,5.0,0.8,0.5,2.7,3.1,18.5,23,2159,20.7,0.586,0.079,0.349,9.7,29.5,19.7,21.7,1.1,1.2,14.8,23.4,4.2,3.3,7.6,0.168,2.1,1.1,3.2,2.9,1,11
Luka Šamanić, SAS, PF,20,1,0,12.0,0.0,4.0, .000,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,20,12,-3.4,0.0,0.5,0.0,0.0,18.0,9.0,28.9,0.0,0.0,0.0,14.5,-0.1,0.0,-0.1,-0.252,-7.4,-4.5,-11.9,0.0,0,20
JaKarr Sampson, IND, SF,26,26,10,13.1,1.8,3.1, .593,0.1,0.5,0.154,1.8,2.6,0.6759999999999999,0.605,0.4,0.8,0.55,0.6,1.7,2.3,0.3,0.3,0.3,0.3,1.7,4.2,26,340,11.8,0.607,0.16,0.247,4.9,14.2,9.6,3.6,1.3,2.3,7.2,12.5,0.4,0.4,0.8,0.11699999999999999,-2.7,0.8,-1.8,0.0,0,11
Dario Šarić, PHO, PF,25,58,50,24.8,3.7,8.1, .462,1.3,3.7,0.341,2.5,4.4,0.563,0.539,1.4,1.6,0.8320000000000001,1.5,4.4,5.9,1.9,0.6,0.3,1.2,2.3,10.1,25,1441,13.3,0.5720000000000001,0.455,0.20199999999999999,6.7,20.2,13.3,10.9,1.1,0.9,12.3,17.2,1.5,1.2,2.7,0.091,-0.5,-0.4,-0.9,0.4,0,21
Tomáš Satoranský, CHI, PG,28,65,64,28.9,3.6,8.5, .430,1.0,3.1,0.322,2.7,5.4,0.491,0.488,1.6,1.9,0.8759999999999999,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9,28,1878,13.5,0.5329999999999999,0.361,0.22,4.3,11.0,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.0,-0.2,-1.2,0.4,0,24
Admiral Schofield, WAS, SF,22,27,2,10.9,1.1,2.8, .400,0.5,1.7,0.298,0.6,1.0,0.5710000000000001,0.493,0.3,0.5,0.6920000000000001,0.2,1.0,1.3,0.5,0.3,0.1,0.3,1.5,3.1,22,293,6.8,0.514,0.627,0.17300000000000001,2.2,10.9,6.4,6.2,1.3,0.9,8.0,12.5,0.1,0.0,0.1,0.02,-4.2,-1.1,-5.3,-0.2,0,22
Dennis Schröder, OKC, PG,26,63,1,31.0,7.0,15.0, .468,1.9,5.1,0.381,5.1,9.9,0.512,0.532,3.1,3.7,0.8390000000000001,0.3,3.4,3.7,4.1,0.7,0.2,2.5,2.2,19.0,26,1952,16.8,0.573,0.33899999999999997,0.243,1.1,11.8,6.6,21.6,1.1,0.6,13.2,27.2,1.9,1.6,3.5,0.086,1.1,-1.2,-0.1,1.0,0,9
